
Bruxelles nord élite,,Club de sport," Av. des Anciens Combattants 260, 1140 Evere, Belgique",Evere,,
AFC Brussels Academy,,Camp d'entraînement," Rue du Hall des Sports 21, 1130 Bruxelles, Belgique",Bruxelles,,
BBFL - Belgian Bright Football League,,Club de football," Av. du Monoplan 32, 1150 Woluwe-Saint-Pierre, Belgique",Woluwe-Saint-Pierre,http://www.bbfl.be/%20hello@bbfl.be,
Royal Amicale Golf Club Anderlecht, +32 2 521 16 87,Club de golf," Schollestraat 1 Brussels, 1070 Anderlecht, Belgique",Anderlecht,http://www.golf-anderlecht.com/,
Primerose | Tennis - Padel, +32 2 478 36 40,Club de sport," Av. du Gros Tilleul 41, 1020 Bruxelles, Belgique",Bruxelles,,
Parc Sportif des 3 Tilleuls, +32 2 675 48 99,Complexe sportif," Av. Léopold Wiener 60, 1170 Watermael-Boitsfort, Belgique",Watermael-Boitsfort,http://www.calypso2000.be/,
Grand Slam, +32 2 527 50 08,Club de tennis," Rue des Fruits 73, 1070 Bruxelles, Belgique",Bruxelles,http://www.grandslam.be/,
Sports Jeunes, +32 2 215 17 97,Club de sport," Rue Stephenson 80, 1000 Bruxelles, Belgique",Bruxelles,https://www.queensbury1030.com/testimonials,
Brussels Tigers Field, +32 477 94 20 30,Stade," 1140 Evere, Belgique",Evere,http://www.brusselstigers.be/,
Brussels Fight Sport, +32 467 67 35 35,Complexe sportif," Rue Roger van der Weyden 3, 1000 Bruxelles, Belgique",Bruxelles,https://www.facebook.com/BrusselsFightSport/?ref=page_internal,
Roma Club Bruxelles,,Organisme à but non lucratif," Pl. de Londres 12, 1050 Bruxelles, Belgique",Bruxelles,https://www.romaclubbruxelles.com/,
RFC Tournai,,Club de football," Rue du Follet 2, 7542 Tournai, Belgique",Tournai,https://www.rfct.be/,
FC Beclers,,Club de football," Pl. de Béclers, 7532 Tournai, Belgique",Tournai,,
F.C. Etoilés Ere, +32 69 64 06 35,Club," Rue des Coquelicots 21, 7506 Tournai, Belgique",Tournai,,
RSC Templeuve, +32 69 35 40 22,Club de football," Chem. du Football, 7520 Tournai, Belgique",Tournai,https://www.footclubs.be/rsctempleuvois133/,
Hall des Sports de Tournai, +32 69 89 06 60,Complexe sportif," Av. de Gaulle 2, 7500 Tournai, Belgique",Tournai,,
Negundo : le côté sportif,,Club de sport," Rue du Progres 4, 7503 Tournai, Belgique",Tournai,http://www.negundosports.com/,
Association Montkainoise, +32 69 84 24 14,Club de football," Rue du Stade Communal, 7540 Tournai, Belgique",Tournai,http://montkainoise.be/,
Rég.Commun.Auton.Stade L.Varenne Instn Mncpl,,Club de football," Rue du Follet 0, 7540 Tournai, Belgique",Tournai,,
Football Club Molenbaix asbl, +32 69 45 48 49,Club de football," Rue du Ruisseau 11, 7760 Celles, Belgique",Celles,http://www.molenbaix.be/,
Terrain de Bruyelle - RAS Pays Blanc Antoinien - Espace sportif Roger Hecq, +32 477 82 07 51,Terrain de football," Chau. de Tournai 56Bis, 7641 Antoing, Belgique",Antoing,https://paysblanc.footeo.com/,
Terrain de Foot d'Orcq,,Terrain de football," 10-31, Rés Charles Lelubre 3, 7501 Tournai, Belgique",Tournai,http://orcq.be/,
F.C. Rumes - La Glanerie, +32 69 64 00 01,Terrain de football," Rue des Déportés 11, 7610 Rumes, Belgique",Rumes,,
Asc Havinnes, +32 69 54 75 75,Club de sport," Vieux Chemin d'Ath 694, 7531 Tournai, Belgique",Tournai,,
Stade Luc Varenne,,Stade," Rue du Follet 2, 7540 Tournai, Belgique",Tournai,,
Association Sportive Club d'Havinnes, +32 477 46 81 69,Club de sport," Rue Mgr Dechamps 18, 7540 Tournai, Belgique",Tournai,,
Sports Rive Droite Tournai, +32 69 22 26 96,Complexe sportif," Quai des Vicinaux 29, 7500 Tournai, Belgique",Tournai,https://sportsrivedroite.be/,
Skill Volley Club Tournai, +32 69 22 99 43,Club de sport," Av. Minjean 60, 7500 Tournai, Belgique",Tournai,https://skilltournai.be/,
Football club Herinnes, +32 69 55 80 77,Club de football," Chau. d'Audenarde 388, 7742 Pecq, Belgique",Pecq,https://www.acff.be/club/2176/infos,
Tournai Rugby Club, +32 2 478 71 77,Rugby," Rue Aimable Dutrieux 57, 7500 Tournai, Belgique",Tournai,,
FC Helkijn, +32 56 51 96 31,Club de football," Chau. de Tournai 11, 8587 Espierres-Helchin, Belgique",Espierres-Helchin,,
Stade du Pays de Charleroi, +32 71 23 97 50,Stade," Bd Zoé Drion 19, 6000 Charleroi, Belgique",Charleroi,http://www.sporting-charleroi.be/,
Carolo football Charleroi, +32 492 24 63 91,Club de football," Rue Pirmez 70, 6060 Charleroi, Belgique",Charleroi,,
Football Club Gilly asbl, +32 71 42 08 61,Club de football," Rue des Vallées 13, 6060 Charleroi, Belgique",Charleroi,,
Royal Jumet Sport Club A.S.B.L, +32 492 95 06 91,Club de football," Rue Auguste Delvaux 46, 6040 Charleroi, Belgique",Charleroi,,
Royal Gosselies Sport, +32 465 31 44 49,Club de football," 11,, Rue de la Haie aux Mûres 1, 6041 Charleroi, Belgique",Charleroi,http://rgs69.be/,
FC Mont-sur-Marchienne collège, +32 71 47 66 32,Club de football," Rue Saint-Jacques, 6032 Charleroi, Belgique",Charleroi,http://www.fcmsmcollege.be/,
Royal Goutroux Sports,,Club de football," Rue de Leernes 68, 6030 Charleroi, Belgique",Charleroi,,
R.C. Marcinelle, +32 493 32 08 81,Terrain de football," Rue de la Grande Chenevière, 6001 Charleroi, Belgique",Charleroi,,
Zebra Belfius Academy, +32 71 23 97 50,Club de football," Rue Bois Planté, 6001 Charleroi, Belgique",Charleroi,,
Fit Five, +32 71 41 55 55,Terrain de football," Rue Dourlet 90, 6000 Charleroi, Belgique",Charleroi,http://www.fitfive.be/contact/,
La Garenne,,Club de football," Rue des Olympiades 2, 6000 Charleroi, Belgique",Charleroi,,
Royal Charleroi Sporting Club,,Club de football," Rue de la Neuville 11, 6000 Charleroi, Belgique",Charleroi,,
SC Montignies-sur-Sambre, +32 493 85 71 40,Terrain de football," Rue du Poirier, 6061 Charleroi, Belgique",Charleroi,http://www.scmontignies.be/,
RFC Gilly, +32 484 52 36 52,Terrain de football," Rue des Vallées 13, 6060 Charleroi, Belgique",Charleroi,https://www.footclubs.be/rfcgilly/,
Futsal Team Charleroi, +32 497 46 91 96,Club de football," Rue du Chemin Vert 125b, 6042 Charleroi, Belgique",Charleroi,,
GARRINCHA Charleroi Dampremy, +32 71 49 40 19,Complexe sportif," Chau. De Bruxelles 82, 6020 Charleroi, Belgique",Charleroi,https://www.garrincha.be/,
Étoile Rouge Charleroi,,Club de football," Rue des Couturelles 1, 6044 Charleroi, Belgique",Charleroi,https://etoilerouge.be/,
Olympic Charleroi (Centre de formation), +32 71 36 48 61,Club de sport," Rue Georges Tourneur 146, 6030 Charleroi, Belgique",Charleroi,https://olympic-charleroi.be/menu-jeunes-dogues/,
RCSC Fan Shop, +32 71 23 97 64,Club de football," Bd Zoé Drion 19, 6000 Charleroi, Belgique",Charleroi,https://shop.sporting-charleroi.be/,
RFC Gilly, +32 468 45 60 36,Club de football," Rue des Vanniers 13, 6060 Charleroi, Belgique",Charleroi,,
Charleroi Coal Miners, +32 489 29 11 84,Terrain de football américain," Rue des Couturelles 1, 6044 Charleroi, Belgique",Charleroi,http://charleroicoalminers.be/,
Fédération de la Communauté des Algériens résidant en Belgique ASBL, +32 71 30 71 01,Club de football," Pl. de la Broucheterre 6, 6000 Charleroi, Belgique",Charleroi,,
Charleroi Sports, +32 71 86 22 87,Club de sport," Rue de Montigny 103/105, 6000 Charleroi, Belgique",Charleroi,,
Spirou Basket, +32 71 20 60 40,Club de basket-ball," Rue des Olympiades 2, 6000 Charleroi, Belgique",Charleroi,http://www.proximusspirou.be/,
"FC Gerpinnes ""Green Arena""", +32 71 22 08 80,Club de football," Rue du Trieu du Charnoy 61/89, 6280 Gerpinnes, Belgique",Gerpinnes,http://www.fcgerpinnes.be/,
Le bled, +32 455 11 05 60,Club de football," Rue du Résolu, 6061 Charleroi, Belgique",Charleroi,,
Stade André Robert, +32 493 35 87 54,Terrain de football," 6043 Charleroi, Belgique",Charleroi,,
MOVE IT CLUB,,Club de sport," Rue Julien Schmidt 15, 6020 Charleroi, Belgique",Charleroi,,
Stade de la Docherie 🥅, +32 473 76 75 03,Terrain de football," Rue St Gustave, 6030 Charleroi, Belgique",Charleroi,,
Foot roux,,Club de sport," Imp. des Hayettes, 6044 Charleroi, Belgique",Charleroi,,
Stade Les Tourterelles,,Terrain de football," 6010 Charleroi, Belgique",Charleroi,,
Mont-sur-Marchienne football,,Terrain de football," 6032 Charleroi, Belgique",Charleroi,https://www.charleroi.be/annuaire/terrains-de-football#227916-mont-sur-marchienne,
Centre sportif Arc en Ciel, +32 71 35 63 74,Club de sport," Pl. du Prieuré 22, 6040 Charleroi, Belgique",Charleroi,https://www.facebook.com/p/Centre-sportif-arc-en-ciel-100083921104403/,
RUFC Ransart,,football club," Rue de la Bassée 67, 6043 Charleroi, Belgique",Charleroi,,
Wolves Charleroi, +32 476 47 93 89,Club de hockey," Pl. du Prieuré 22 à, 6040 Charleroi, Belgique",Charleroi,https://wolvescharleroi.be/,
ROC DE CHARLEROI-MARCHIENNE,,Club de football," Rue Paul Janson 43, 6061 Charleroi, Belgique",Charleroi,,
Fc Bouffioulx, +32 475 28 71 67,Club de football," Rue du Vivier, 6200 Bouffioulx, Belgique",Bouffioulx,http://www.bouffioulx.be/pages/groupes-culturels/f-c-j-s-bouffioulx.html,
Drive Club Gilly asbl, +32 472 87 15 53,Club de sport," Chau. de Lodelinsart 64, 6060 Charleroi, Belgique",Charleroi,https://royaldriveclubgilly.wordpress.com/,
Stade de la Neuville, +32 493 15 35 95,Stade," Rue Neuve 75a, 6061 Charleroi, Belgique",Charleroi,https://olympic-charleroi.be/,
Wéry Damien, +32 71 47 44 68,Club de football," Av. Forestière 21, 6001 Charleroi, Belgique",Charleroi,,
Stade du Fiestaux,,Terrain de football," Rue de Villers 80, 6010 Charleroi, Belgique",Charleroi,,
Planet Foot,,Terrain de football," Rue de la Pépinière 5, 6041 Charleroi, Belgique",Charleroi,https://www.sport-finder.com/fr/center/planet-foot,
Impasse des Hayettes,,Terrain de football," Rue Jean Friot 20, 6044 Charleroi, Belgique",Charleroi,,
Basket-ball club, +32 483 71 05 83,Club de basket-ball," Rue des Monts 10, 6001 Charleroi, Belgique",Charleroi,,
RSA Forchies,,Club de football," Rue du Huit, 6141 Fontaine-l'Évêque, Belgique",Fontaine-l'Évêque,https://www.facebook.com/profile.php?id=61569134615213,
Decathlon Charleroi, +32 71 24 00 20,Magasin d'articles de sports," Chau. De Bruxelles 82, 6020 Charleroi, Belgique",Charleroi,https://www.decathlon.be/fr/,
Olympic, +32 71 43 82 34,Club de sport," Rue Napoléon Lejong 6032, 6032 Charleroi, Belgique",Charleroi,http://www.olympic-msm.be/,
FC Ligny,,Terrain de football," Rue du Grand Central, 5140 Sombreffe, Belgique",Sombreffe,http://www.fcligny.be/,
Rugby Black Star Charleroi, +32 476 08 76 69,Divertissements," Pl. du Prieuré 23, 6040 Charleroi, Belgique",Charleroi,http://charleroirugby.be/,
Astrid Bowl Charleroi, +32 488 83 73 96,Club de sport," Rue du Tunnel, 6010 Charleroi, Belgique",Charleroi,http://www.astrid-bowl.com/,
Spirou Basket Jeunes, +32 71 91 92 01,Club de basket-ball," Sent. de l'Epée 35, 6040 Charleroi, Belgique",Charleroi,,
Adeps, +32 71 30 57 27,Club de sport," Rue des Olympiades 2, 6000 Charleroi, Belgique",Charleroi,http://www.sport-adeps.be/,
ASBL Parc des Sports, +32 71 86 24 53,École de sports," Rue des Olympiades 2, 6000 Charleroi, Belgique",Charleroi,https://www.charleroi.be/annuaire/complexes-sportifs-et-salles-polyvalentes,
Royal Charleroi Fleurus, +32 71 36 88 85,Terrain de football," Rue de l'Ethiopie 46, 6010 Charleroi, Belgique",Charleroi,,
Stade Jonet, +32 71 86 24 53,Piste d'athlétisme," Rue Jonet 267, 6000 Charleroi, Belgique",Charleroi,https://www.charleroi.be/annuaire/complexes-sportifs-et-salles-polyvalentes#3051-stade-jonet,
DARDAR sarbacane sportive Charleroi, +32 498 22 39 81,Club de tir," Rue de la Flanière 75, 6043 Charleroi, Belgique",Charleroi,,
Argos Hockey Club, +32 475 33 18 56,Infrastructure sportive," Rue du Chemin Vert 125B, 6042 Charleroi, Belgique",Charleroi,http://www.argos-hockey.be/,
Espace Grimpe, +32 71 33 16 95,Club de sport," Chau. de Charleroi 26, 6061 Charleroi, Belgique",Charleroi,http://www.espace-grimpe.be/,
Cercle Royal de Bridge de Charleroi, +32 71 43 76 26,Club de sport," Av. Marius Meurée 97/A, 6001 Charleroi, Belgique",Charleroi,http://www.crbc.be/,
Union Entité Chapelloise, +32 497 18 73 25,Club de football," Rue Clémenceau 11, 7160 Chapelle-lez-Herlaimont, Belgique",Chapelle-lez-Herlaimont,,
RFC Liège, +32 4 265 43 55,Club de football," Rue de la Tonne 80, 4000 Liège, Belgique",Liège,http://www.fcliege.be/,
Royal Standard de Liège, +32 4 252 21 22,Club de football," Rue de la Centrale 2, 4000 Liège, Belgique",Liège,http://standard.be/,
Soccer Club, +32 497 76 77 77,Complexe sportif," Rue Ernest Solvay 230, 4000 Liège, Belgique",Liège,http://www.soccerclub.be/,
UCE Liège, +32 496 53 89 08,Club de football," Rue de Herve 132, 4030 Liège, Belgique",Liège,https://uceliege.footeo.com/,
JS Thier-à-Liège, +32 4 388 18 24,Club de football," Rue du Plope 2, 4000 Liège, Belgique",Liège,,
Royal Daring Club de Cointe, +32 4 254 17 64,Club de football," Rue du Chéra 79/B, 4000 Liège, Belgique",Liège,https://www.dccointe.be/,
SL16 Football Campus, +32 4 385 94 00,Club de football," All. du Bol d'Air 11, 4031 Seraing, Belgique",Seraing,http://www.standard.be/,
RCS Sart Tilman, +32 495 23 04 07,Club de football," Rue de la Belle Jardinière 113-115, 4031 Liège, Belgique",Liège,,
F.C. Jupille, +32 4 362 90 77,Club de football," Rue de Visé 37, 4020 Liège, Belgique",Liège,https://www.fc-jupille.be/,
Stade de Rocourt, +32 484 66 29 76,Stade," Rue de la Tonne 80, 4000 Liège, Belgique",Liège,http://www.fcliege.be/,
RUSGS Liège, +32 455 17 77 31,Complexe sportif," Rue Henri Vieuxtemps 125, 4000 Liège, Belgique",Liège,,
J.S. Pierreuse, +32 4 233 17 43,Club de football," Rue des Glacis 417, 4000 Liège, Belgique",Liège,https://www.facebook.com/JS-Pierreuse-1396569163725078/,
Stade Maurice Dufrasne, +32 4 252 21 22,Stade," Rue de la Centrale 2, 4000 Liège, Belgique",Liège,http://standard.be/fr/stade,
Liège Monarchs,,Club de sport," Bd Gustave Kleyer 1F, 4000 Liège, Belgique",Liège,https://www.instagram.com/liegemonarchs/?hl=fr,
Terrain de foot De Robermont,,Club de football," Impasse Gérard 9-15, 4030 Liège, Belgique",Liège,,
Ligue Francophone Football en Salle, +32 4 341 41 94,Club," Esplanade de la Légia 9/1, 4430 Ans, Belgique",Ans,http://www.lffs.eu/,
Bressoux Sport Culture, +32 4 342 47 67,Club de sport," Rue Ernest Malvoz 31/Z, 4020 Liège, Belgique",Liège,,
FC Ougrée, +32 4 337 47 40,Club de football," Av. du Centenaire 7, 4102 Seraing, Belgique",Seraing,https://www.royalougreefc.be/,
Royal Seraing Athlétique FC, +32 496 48 71 02,Club de football," Av. des Joncs, 4100 Seraing, Belgique",Seraing,http://www.seraing-athletique.be/,
Province Naimette Arena, +32 4 279 30 26,Complexe sportif," Bd Léon Philippet 83, 4000 Liège, Belgique",Liège,https://www.provincedeliege.be/fr/node/231,
Basket Club de Liège, +32 4 336 81 70,Complexe sportif," All. du Bol d'Air 13, 4031 Liège, Belgique",Liège,https://www.liegebasket.be/,
Royale Union Flemalloise, +32 4 231 19 59,Club de football," Rue Jean-Louis Adam 133, 4400 Flémalle, Belgique",Flémalle,,
Liège Panthers, +32 476 43 17 63,Club de basket-ball," All. du Bol d'Air 17, 4102 Liège, Belgique",Liège,http://www.liege-panthers.be/,
B2b - ULiège sports - CRU, +32 4 366 39 34,Club de sport," Bâtiment B2b, Rue de l'Aunaie 22, 4000 Liège, Belgique",Liège,http://www.sports.uliege.be/,
Evolution Wellness Club, +32 4 252 24 22,Salle de fitness," Rue des Vingt-Deux 33, 4000 Liège, Belgique",Liège,https://www.evolutionclub.be/,
Bayards Sports, +32 4 227 41 26,Club de sport," Rue des Bayards 35, 4000 Liège, Belgique",Liège,https://bayardssports.be/,
Mosae Jiu-jitsu liège, +32 495 18 75 52,Club de sport," Rue des Carmes 11, 4000 Liège, Belgique",Liège,,
Oldclub de Liège,,Club de hockey," Chau. de Tongres 292, 4000 Liège, Belgique",Liège,http://www.oldclub.be/,
RCS Fragnée-Torino,,Club de football," Rue des Dix-Huit Bonniers 4460, 4460 Grâce-Hollogne, Belgique",Grâce-Hollogne,,
Fan Coaching Standard, +32 4 234 65 34,Club de football," Rue de la Centrale 13, 4000 Liège, Belgique",Liège,https://www.liege.be/fr/annuaire/administration-communale/plan-de-prevention-des-insecurites-urbaines-et-de-cohesion-sociale/fan-coaching,
RFC Seraing,,Club de football," Rue de la Boverie 249, 4100 Seraing, Belgique",Seraing,http://www.rfc-seraing.be/,
Football Club de Trooz,,Club de football," Rue de la Brouck Campagne 38D, 4870 Trooz, Belgique",Trooz,https://www.facebook.com/rfctrooz/?fref=ts,
FC Ans, +32 494 76 58 76,Club de football," Rue Gilles Magnée 152, 4430 Ans, Belgique",Ans,,
Rsc Entite Engis, +32 4 275 41 20,Club de football," Rue des Fagnes 17, 4480 Engis, Belgique",Engis,http://www.provincedeliege.be/fr/cartosport/club/102325,
Les Marmots asbl, +32 4 342 09 62,Club de sport," Rue Douffet 82, 4020 Liège, Belgique",Liège,https://www.marmots.be/,
Royale Entente Blegnytoise, +32 4 387 46 82,Club de football," Rue de la Bellefleur 83, 4670 Blegny, Belgique",Blegny,http://www.reb-football.be/,
Patinoire de Liège, +32 4 341 99 30,Patinoire," Bd Raymond Poincaré 7/112, 4020 Liège, Belgique",Liège,https://www.patinoire-liege.be/,
R.F.C. Liégeois - Rugby,,Club de rugby," Bd Léon Philippet 83, 4000 Liège, Belgique",Liège,http://www.rugbyliege.be/,
Royal Amical Club Ougrée, +32 465 28 39 63,Terrain de football," Rue Guillaume d'Orange, 4100 Seraing, Belgique",Seraing,,
Ecole des Jeunes du Royal Football Club Liegeois Asbl, +32 4 265 27 48,Club," Rue de la Tonne 80, 4000 Liège, Belgique",Liège,,
Terrain de Football, +32 4 250 54 41,Club de football," Rue de L'Arbre à La Croix 258, 4460 Grâce-Hollogne, Belgique",Grâce-Hollogne,,
Royal Baudouin Tennis & Padel Club Liège, +32 4 263 94 57,Club de tennis," Rue Hubert Goffin 167, 4000 Liège, Belgique",Liège,http://www.rtcbaudouin.be/,
Football Club De Horion Asbl, +32 4 250 54 41,Club," Rue de L'Arbre à La Croix 250, 4460 Horion-Hozémont, Belgique",Horion-Hozémont,https://www.fchorion.be/,
Collège Saint-Louis Basket, +32 471 90 96 03,Club de basket-ball," Rue Villette 28, 4020 Liège, Belgique",Liège,https://www.saintlouisbasket.be/sl,
Cp Liege,,Club de sport," Rue des Prémontrés 12, 4000 Liège, Belgique",Liège,http://www.cpliege.be/,
Club De Foot Seraing Athletic, +32 491 12 71 45,Club de football," Rue des Villas 199, 4100 Seraing, Belgique",Seraing,,
Royal Sporting Club Beaufays, +32 497 42 42 53,Club de football," Voie de l'Air Pur 128/128, 4052 Chaudfontaine, Belgique",Chaudfontaine,http://www.rscbeaufays.com/,
EJF, +32 495 38 39 32,Club de football," Av. de l'Espace Sport, 4620 Fléron, Belgique",Fléron,http://bit.ly/EJ-Fl%C3%A9ron,
R.S.C. Tilffois, +32 4 336 82 53,Club de football," Chem. de Halage, 4130 Esneux, Belgique",Esneux,https://rsc-tilffois.be/,
Cointe Basket Club,,Club de basket-ball," 4000 Liège, Belgique",Liège,http://www.cointe.be/,
